propid,name,simbad,title,bibcode,author,fa,altnames
13467,HD-209458,HD 209458,hydra-h: simultaneous hybrid retrieval of exoplanetary emission spectra,2019AJ....158..228G,"['Gandhi, Siddharth', 'Madhusudhan, Nikku', 'Hawker, George', 'Piette, Anjali']",Gandhi Siddharth,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,probing methane chemistry in a newly-discovered warm gas giant before jwst,2017hst..prop14916S,"['Spake, Jessica', 'Anderson, David Robert', 'Ehrenreich, David', 'Goyal, Jayesh', 'Hellier, Coel', 'Henry, Gregory W.', 'Madhusudhan, Nikku', 'Mikal-Evans, Thomas', 'Nikolov, Nikolay', 'Sing, David K.', 'Udry, Stephane']",Jessica Spake,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,"the newest hot jupiter archetype through the eyes of nasa's great observatories, part 2 of 2",2014sptz.prop11001S,"['Stevenson, Kevin', 'Bean, Jacob', 'Desert, Jean-Michel', 'Fortney, Jonathan', 'Line, Michael', 'Kreidberg, Laura', 'Showman, Adam', 'Kataria, Tiffany']",Kevin Stevenson,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,the newest hot jupiter archetype through the eyes of nasas great observatories,2014sptz.prop10169S,"['Stevenson, Kevin', 'Bean, Jacob', 'Desert, Jean-Michel', 'Fortney, Jonathan', 'Showman, Adam']",Kevin Stevenson,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,the atmospheric circulation of ultra-short period exoplanets,2015AAS...22540805K,"['Kataria, Tiffany', 'Showman, Adam P.', 'Fortney, Jonathan J.', 'Stevenson, Kevin B.', 'Lewis, Nikole K.']",Kataria Tiffany,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,atmospheric circulation of hot jupiters and super earths,2014PhDT.......416K,"['Kataria, Tiffany']",Kataria Tiffany,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
15698,HD-219666,HD 219666,reconnaissance of the hottest neptune-class planet transiting a bright parent star,2019hst..prop15698B,"['Beatty, Thomas G.', 'Fortney, Jonathan', 'Greene, Thomas P.', 'Line, Michael', 'Rieke, Marcia J.', 'Schlawin, Everett']",Beatty G. Thomas,"['2MASS J23181364-5654139' 'CD-57  8772' 'CPC 20  7400' 'CPD-57 10240'
 'Gaia DR1 6492940449228009216' 'Gaia DR2 6492940453524576128' 'HD 219666'
 'PPM 350959' 'TIC 266980320' 'TOI-118' 'TYC 8834-859-1'
 'WISEA J231814.03-565414.2']"
15698,HD-219666,HD 219666,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['2MASS J23181364-5654139' 'CD-57  8772' 'CPC 20  7400' 'CPD-57 10240'
 'Gaia DR1 6492940449228009216' 'Gaia DR2 6492940453524576128' 'HD 219666'
 'PPM 350959' 'TIC 266980320' 'TOI-118' 'TYC 8834-859-1'
 'WISEA J231814.03-565414.2']"
15698,HD-219666,HD 219666,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['2MASS J23181364-5654139' 'CD-57  8772' 'CPC 20  7400' 'CPD-57 10240'
 'Gaia DR1 6492940449228009216' 'Gaia DR2 6492940453524576128' 'HD 219666'
 'PPM 350959' 'TIC 266980320' 'TOI-118' 'TYC 8834-859-1'
 'WISEA J231814.03-565414.2']"
15698,HD-219666,HD 219666,status and calibration of the hst wide field camera 3,2013AAS...22134401M,"['MacKenty, John W.', 'WFC3']",John MacKenty W.,"['2MASS J23181364-5654139' 'CD-57  8772' 'CPC 20  7400' 'CPD-57 10240'
 'Gaia DR1 6492940449228009216' 'Gaia DR2 6492940453524576128' 'HD 219666'
 'PPM 350959' 'TIC 266980320' 'TOI-118' 'TYC 8834-859-1'
 'WISEA J231814.03-565414.2']"
15698,HD-219666,HD 219666,wfc3 - geometry distortion and multidrizzle,2010AAS...21546309K,"['Kozhurina-Platais, Vera', 'McLean, B.', 'Cox, C.', 'Dressel, L.', 'Petro, L.', 'Bushouse, H.', 'Hack, W.', 'WFC3']",Kozhurina-Platais Vera,"['2MASS J23181364-5654139' 'CD-57  8772' 'CPC 20  7400' 'CPD-57 10240'
 'Gaia DR1 6492940449228009216' 'Gaia DR2 6492940453524576128' 'HD 219666'
 'PPM 350959' 'TIC 266980320' 'TOI-118' 'TYC 8834-859-1'
 'WISEA J231814.03-565414.2']"
15698,HD-219666,HD 219666,exploring the relation between aerosol formation and temperature with the tess hot-neptune hd 219666b,2019hst..prop15969F,"['Fu, Guangwei', 'Crossfield, Ian', 'Deming, Drake', 'Ih, Jegug', 'Kempton, Eliza M. -R.']",Fu Guangwei,"['2MASS J23181364-5654139' 'CD-57  8772' 'CPC 20  7400' 'CPD-57 10240'
 'Gaia DR1 6492940449228009216' 'Gaia DR2 6492940453524576128' 'HD 219666'
 'PPM 350959' 'TIC 266980320' 'TOI-118' 'TYC 8834-859-1'
 'WISEA J231814.03-565414.2']"
15698,HD-219666,HD 219666,atmospheric characterization of tess planet hd219666b,2021AAS...23730207F,"['Fu, G.']",Fu G.,"['2MASS J23181364-5654139' 'CD-57  8772' 'CPC 20  7400' 'CPD-57 10240'
 'Gaia DR1 6492940449228009216' 'Gaia DR2 6492940453524576128' 'HD 219666'
 'PPM 350959' 'TIC 266980320' 'TOI-118' 'TYC 8834-859-1'
 'WISEA J231814.03-565414.2']"
15969,HD-219666,HD 219666,reconnaissance of the hottest neptune-class planet transiting a bright parent star,2019hst..prop15698B,"['Beatty, Thomas G.', 'Fortney, Jonathan', 'Greene, Thomas P.', 'Line, Michael', 'Rieke, Marcia J.', 'Schlawin, Everett']",Beatty G. Thomas,"['2MASS J23181364-5654139' 'CD-57  8772' 'CPC 20  7400' 'CPD-57 10240'
 'Gaia DR1 6492940449228009216' 'Gaia DR2 6492940453524576128' 'HD 219666'
 'PPM 350959' 'TIC 266980320' 'TOI-118' 'TYC 8834-859-1'
 'WISEA J231814.03-565414.2']"
15969,HD-219666,HD 219666,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['2MASS J23181364-5654139' 'CD-57  8772' 'CPC 20  7400' 'CPD-57 10240'
 'Gaia DR1 6492940449228009216' 'Gaia DR2 6492940453524576128' 'HD 219666'
 'PPM 350959' 'TIC 266980320' 'TOI-118' 'TYC 8834-859-1'
 'WISEA J231814.03-565414.2']"
15969,HD-219666,HD 219666,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['2MASS J23181364-5654139' 'CD-57  8772' 'CPC 20  7400' 'CPD-57 10240'
 'Gaia DR1 6492940449228009216' 'Gaia DR2 6492940453524576128' 'HD 219666'
 'PPM 350959' 'TIC 266980320' 'TOI-118' 'TYC 8834-859-1'
 'WISEA J231814.03-565414.2']"
15969,HD-219666,HD 219666,status and calibration of the hst wide field camera 3,2013AAS...22134401M,"['MacKenty, John W.', 'WFC3']",John MacKenty W.,"['2MASS J23181364-5654139' 'CD-57  8772' 'CPC 20  7400' 'CPD-57 10240'
 'Gaia DR1 6492940449228009216' 'Gaia DR2 6492940453524576128' 'HD 219666'
 'PPM 350959' 'TIC 266980320' 'TOI-118' 'TYC 8834-859-1'
 'WISEA J231814.03-565414.2']"
15969,HD-219666,HD 219666,wfc3 - geometry distortion and multidrizzle,2010AAS...21546309K,"['Kozhurina-Platais, Vera', 'McLean, B.', 'Cox, C.', 'Dressel, L.', 'Petro, L.', 'Bushouse, H.', 'Hack, W.', 'WFC3']",Kozhurina-Platais Vera,"['2MASS J23181364-5654139' 'CD-57  8772' 'CPC 20  7400' 'CPD-57 10240'
 'Gaia DR1 6492940449228009216' 'Gaia DR2 6492940453524576128' 'HD 219666'
 'PPM 350959' 'TIC 266980320' 'TOI-118' 'TYC 8834-859-1'
 'WISEA J231814.03-565414.2']"
15969,HD-219666,HD 219666,exploring the relation between aerosol formation and temperature with the tess hot-neptune hd 219666b,2019hst..prop15969F,"['Fu, Guangwei', 'Crossfield, Ian', 'Deming, Drake', 'Ih, Jegug', 'Kempton, Eliza M. -R.']",Fu Guangwei,"['2MASS J23181364-5654139' 'CD-57  8772' 'CPC 20  7400' 'CPD-57 10240'
 'Gaia DR1 6492940449228009216' 'Gaia DR2 6492940453524576128' 'HD 219666'
 'PPM 350959' 'TIC 266980320' 'TOI-118' 'TYC 8834-859-1'
 'WISEA J231814.03-565414.2']"
15969,HD-219666,HD 219666,atmospheric characterization of tess planet hd219666b,2021AAS...23730207F,"['Fu, G.']",Fu G.,"['2MASS J23181364-5654139' 'CD-57  8772' 'CPC 20  7400' 'CPD-57 10240'
 'Gaia DR1 6492940449228009216' 'Gaia DR2 6492940453524576128' 'HD 219666'
 'PPM 350959' 'TIC 266980320' 'TOI-118' 'TYC 8834-859-1'
 'WISEA J231814.03-565414.2']"
15333,HD-3167,K2-96,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['2MASS J00345752+0422531' 'AG+04   61' 'ASCC 1094148' 'BD+03    68'
 'EPIC 220383386' 'GSC 00013-00894' 'Gaia DR2 2554032474712538880'
 'HD   3167' 'HIC   2736' 'HIP   2736' 'K2-96' 'LSPM J0034+0422'
 'LTT 10198' 'NLTT  1886' 'PPM 143647' 'SAO 109291' 'TIC 318707987'
 'TYC   13-894-1' 'UCAC2  33160631' 'USNO-B1.0 0943-00005087'
 'YZ   4   115']"
15333,HD-3167,K2-96,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['2MASS J00345752+0422531' 'AG+04   61' 'ASCC 1094148' 'BD+03    68'
 'EPIC 220383386' 'GSC 00013-00894' 'Gaia DR2 2554032474712538880'
 'HD   3167' 'HIC   2736' 'HIP   2736' 'K2-96' 'LSPM J0034+0422'
 'LTT 10198' 'NLTT  1886' 'PPM 143647' 'SAO 109291' 'TIC 318707987'
 'TYC   13-894-1' 'UCAC2  33160631' 'USNO-B1.0 0943-00005087'
 'YZ   4   115']"
15333,HD-3167,K2-96,status and calibration of the hst wide field camera 3,2013AAS...22134401M,"['MacKenty, John W.', 'WFC3']",John MacKenty W.,"['2MASS J00345752+0422531' 'AG+04   61' 'ASCC 1094148' 'BD+03    68'
 'EPIC 220383386' 'GSC 00013-00894' 'Gaia DR2 2554032474712538880'
 'HD   3167' 'HIC   2736' 'HIP   2736' 'K2-96' 'LSPM J0034+0422'
 'LTT 10198' 'NLTT  1886' 'PPM 143647' 'SAO 109291' 'TIC 318707987'
 'TYC   13-894-1' 'UCAC2  33160631' 'USNO-B1.0 0943-00005087'
 'YZ   4   115']"
15333,HD-3167,K2-96,wfc3 - geometry distortion and multidrizzle,2010AAS...21546309K,"['Kozhurina-Platais, Vera', 'McLean, B.', 'Cox, C.', 'Dressel, L.', 'Petro, L.', 'Bushouse, H.', 'Hack, W.', 'WFC3']",Kozhurina-Platais Vera,"['2MASS J00345752+0422531' 'AG+04   61' 'ASCC 1094148' 'BD+03    68'
 'EPIC 220383386' 'GSC 00013-00894' 'Gaia DR2 2554032474712538880'
 'HD   3167' 'HIC   2736' 'HIP   2736' 'K2-96' 'LSPM J0034+0422'
 'LTT 10198' 'NLTT  1886' 'PPM 143647' 'SAO 109291' 'TIC 318707987'
 'TYC   13-894-1' 'UCAC2  33160631' 'USNO-B1.0 0943-00005087'
 'YZ   4   115']"
15255,HD-93396,HD  93396,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['2MASS J10464974-0923563' 'BD-08  2999' 'GSC 05499-01085'
 'Gaia DR2 3761497761876022400' 'HD  93396' 'HERZ  1465' 'HIC  52733'
 'HIP  52733' 'KELT-11' 'PPM 193776' 'SAO 137780' 'SKY# 20650'
 'SPOCS 2761' 'TIC 55092869' 'TYC 5499-1085-1' 'YZ  99  4086']"
15255,HD-93396,HD  93396,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['2MASS J10464974-0923563' 'BD-08  2999' 'GSC 05499-01085'
 'Gaia DR2 3761497761876022400' 'HD  93396' 'HERZ  1465' 'HIC  52733'
 'HIP  52733' 'KELT-11' 'PPM 193776' 'SAO 137780' 'SKY# 20650'
 'SPOCS 2761' 'TIC 55092869' 'TYC 5499-1085-1' 'YZ  99  4086']"
15255,HD-93396,HD  93396,status and calibration of the hst wide field camera 3,2013AAS...22134401M,"['MacKenty, John W.', 'WFC3']",John MacKenty W.,"['2MASS J10464974-0923563' 'BD-08  2999' 'GSC 05499-01085'
 'Gaia DR2 3761497761876022400' 'HD  93396' 'HERZ  1465' 'HIC  52733'
 'HIP  52733' 'KELT-11' 'PPM 193776' 'SAO 137780' 'SKY# 20650'
 'SPOCS 2761' 'TIC 55092869' 'TYC 5499-1085-1' 'YZ  99  4086']"
15255,HD-93396,HD  93396,wfc3 - geometry distortion and multidrizzle,2010AAS...21546309K,"['Kozhurina-Platais, Vera', 'McLean, B.', 'Cox, C.', 'Dressel, L.', 'Petro, L.', 'Bushouse, H.', 'Hack, W.', 'WFC3']",Kozhurina-Platais Vera,"['2MASS J10464974-0923563' 'BD-08  2999' 'GSC 05499-01085'
 'Gaia DR2 3761497761876022400' 'HD  93396' 'HERZ  1465' 'HIC  52733'
 'HIP  52733' 'KELT-11' 'PPM 193776' 'SAO 137780' 'SKY# 20650'
 'SPOCS 2761' 'TIC 55092869' 'TYC 5499-1085-1' 'YZ  99  4086']"
13501,HD-97658,GJ  3651,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['2MASS J11143316+2542374' 'AG+25 1239' 'BD+26  2184' 'GCRV  6896'
 'GEN# +1.00097658' 'GJ  3651' 'GSC 01981-01168'
 'Gaia DR1 3997075201937940224' 'Gaia DR2 3997075206232885888' 'HD  97658'
 'HIC  54906' 'HIP  54906' 'PPM 101000' 'SAO  81730' 'SKY# 21419'
 'SPOCS  482' 'TIC 82308728' 'TYC 1981-1168-1' 'UBV   10246' 'WEB  9909'
 'YZ  25  5676']"
13501,HD-97658,GJ  3651,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['2MASS J11143316+2542374' 'AG+25 1239' 'BD+26  2184' 'GCRV  6896'
 'GEN# +1.00097658' 'GJ  3651' 'GSC 01981-01168'
 'Gaia DR1 3997075201937940224' 'Gaia DR2 3997075206232885888' 'HD  97658'
 'HIC  54906' 'HIP  54906' 'PPM 101000' 'SAO  81730' 'SKY# 21419'
 'SPOCS  482' 'TIC 82308728' 'TYC 1981-1168-1' 'UBV   10246' 'WEB  9909'
 'YZ  25  5676']"
13501,HD-97658,GJ  3651,status and calibration of the hst wide field camera 3,2013AAS...22134401M,"['MacKenty, John W.', 'WFC3']",John MacKenty W.,"['2MASS J11143316+2542374' 'AG+25 1239' 'BD+26  2184' 'GCRV  6896'
 'GEN# +1.00097658' 'GJ  3651' 'GSC 01981-01168'
 'Gaia DR1 3997075201937940224' 'Gaia DR2 3997075206232885888' 'HD  97658'
 'HIC  54906' 'HIP  54906' 'PPM 101000' 'SAO  81730' 'SKY# 21419'
 'SPOCS  482' 'TIC 82308728' 'TYC 1981-1168-1' 'UBV   10246' 'WEB  9909'
 'YZ  25  5676']"
13501,HD-97658,GJ  3651,wfc3 - geometry distortion and multidrizzle,2010AAS...21546309K,"['Kozhurina-Platais, Vera', 'McLean, B.', 'Cox, C.', 'Dressel, L.', 'Petro, L.', 'Bushouse, H.', 'Hack, W.', 'WFC3']",Kozhurina-Platais Vera,"['2MASS J11143316+2542374' 'AG+25 1239' 'BD+26  2184' 'GCRV  6896'
 'GEN# +1.00097658' 'GJ  3651' 'GSC 01981-01168'
 'Gaia DR1 3997075201937940224' 'Gaia DR2 3997075206232885888' 'HD  97658'
 'HIC  54906' 'HIP  54906' 'PPM 101000' 'SAO  81730' 'SKY# 21419'
 'SPOCS  482' 'TIC 82308728' 'TYC 1981-1168-1' 'UBV   10246' 'WEB  9909'
 'YZ  25  5676']"
13501,HD-97658,GJ  3651,"vizier online data catalog: transmission spectroscopy metric of exoplanets (guo+, 2020)",2020yCat..51590239G,"['Guo, X.', 'Crossfield, I. J. M.', 'Dragomir, D.', 'Kosiarek, M. R.', 'Lothringer, J.', 'Mikal-Evans, T.', 'Rosenthal, L.', 'Benneke, B.', 'Knutson, H. A.', 'Dalba, P. A.', 'Kempton, E. M. R.', 'Henry, G. W.', 'McCullough, P. R.', 'Barman, T.', 'Blunt, S.', 'Chontos, A.', 'Fortney, J.', 'Fulton, B. J.', 'Hirsch, L.', 'Howard, A. W.', 'Isaacson, H.', 'Matthews, J.', 'Mocnik, T.', 'Morley, C.', 'Petigura, E. A.', 'Weiss, L. M.']",Guo X.,"['2MASS J11143316+2542374' 'AG+25 1239' 'BD+26  2184' 'GCRV  6896'
 'GEN# +1.00097658' 'GJ  3651' 'GSC 01981-01168'
 'Gaia DR1 3997075201937940224' 'Gaia DR2 3997075206232885888' 'HD  97658'
 'HIC  54906' 'HIP  54906' 'PPM 101000' 'SAO  81730' 'SKY# 21419'
 'SPOCS  482' 'TIC 82308728' 'TYC 1981-1168-1' 'UBV   10246' 'WEB  9909'
 'YZ  25  5676']"
13665,HD-97658,GJ  3651,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['2MASS J11143316+2542374' 'AG+25 1239' 'BD+26  2184' 'GCRV  6896'
 'GEN# +1.00097658' 'GJ  3651' 'GSC 01981-01168'
 'Gaia DR1 3997075201937940224' 'Gaia DR2 3997075206232885888' 'HD  97658'
 'HIC  54906' 'HIP  54906' 'PPM 101000' 'SAO  81730' 'SKY# 21419'
 'SPOCS  482' 'TIC 82308728' 'TYC 1981-1168-1' 'UBV   10246' 'WEB  9909'
 'YZ  25  5676']"
13665,HD-97658,GJ  3651,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['2MASS J11143316+2542374' 'AG+25 1239' 'BD+26  2184' 'GCRV  6896'
 'GEN# +1.00097658' 'GJ  3651' 'GSC 01981-01168'
 'Gaia DR1 3997075201937940224' 'Gaia DR2 3997075206232885888' 'HD  97658'
 'HIC  54906' 'HIP  54906' 'PPM 101000' 'SAO  81730' 'SKY# 21419'
 'SPOCS  482' 'TIC 82308728' 'TYC 1981-1168-1' 'UBV   10246' 'WEB  9909'
 'YZ  25  5676']"
13665,HD-97658,GJ  3651,status and calibration of the hst wide field camera 3,2013AAS...22134401M,"['MacKenty, John W.', 'WFC3']",John MacKenty W.,"['2MASS J11143316+2542374' 'AG+25 1239' 'BD+26  2184' 'GCRV  6896'
 'GEN# +1.00097658' 'GJ  3651' 'GSC 01981-01168'
 'Gaia DR1 3997075201937940224' 'Gaia DR2 3997075206232885888' 'HD  97658'
 'HIC  54906' 'HIP  54906' 'PPM 101000' 'SAO  81730' 'SKY# 21419'
 'SPOCS  482' 'TIC 82308728' 'TYC 1981-1168-1' 'UBV   10246' 'WEB  9909'
 'YZ  25  5676']"
13665,HD-97658,GJ  3651,wfc3 - geometry distortion and multidrizzle,2010AAS...21546309K,"['Kozhurina-Platais, Vera', 'McLean, B.', 'Cox, C.', 'Dressel, L.', 'Petro, L.', 'Bushouse, H.', 'Hack, W.', 'WFC3']",Kozhurina-Platais Vera,"['2MASS J11143316+2542374' 'AG+25 1239' 'BD+26  2184' 'GCRV  6896'
 'GEN# +1.00097658' 'GJ  3651' 'GSC 01981-01168'
 'Gaia DR1 3997075201937940224' 'Gaia DR2 3997075206232885888' 'HD  97658'
 'HIC  54906' 'HIP  54906' 'PPM 101000' 'SAO  81730' 'SKY# 21419'
 'SPOCS  482' 'TIC 82308728' 'TYC 1981-1168-1' 'UBV   10246' 'WEB  9909'
 'YZ  25  5676']"
13665,HD-97658,GJ  3651,"vizier online data catalog: transmission spectroscopy metric of exoplanets (guo+, 2020)",2020yCat..51590239G,"['Guo, X.', 'Crossfield, I. J. M.', 'Dragomir, D.', 'Kosiarek, M. R.', 'Lothringer, J.', 'Mikal-Evans, T.', 'Rosenthal, L.', 'Benneke, B.', 'Knutson, H. A.', 'Dalba, P. A.', 'Kempton, E. M. R.', 'Henry, G. W.', 'McCullough, P. R.', 'Barman, T.', 'Blunt, S.', 'Chontos, A.', 'Fortney, J.', 'Fulton, B. J.', 'Hirsch, L.', 'Howard, A. W.', 'Isaacson, H.', 'Matthews, J.', 'Mocnik, T.', 'Morley, C.', 'Petigura, E. A.', 'Weiss, L. M.']",Guo X.,"['2MASS J11143316+2542374' 'AG+25 1239' 'BD+26  2184' 'GCRV  6896'
 'GEN# +1.00097658' 'GJ  3651' 'GSC 01981-01168'
 'Gaia DR1 3997075201937940224' 'Gaia DR2 3997075206232885888' 'HD  97658'
 'HIC  54906' 'HIP  54906' 'PPM 101000' 'SAO  81730' 'SKY# 21419'
 'SPOCS  482' 'TIC 82308728' 'TYC 1981-1168-1' 'UBV   10246' 'WEB  9909'
 'YZ  25  5676']"
12181,HD189733,GJ  4130,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['** BAK    1A' '1RXS J200043.3+224240' '2MASS J20004370+2242391'
 'AG+22 2072' 'ASCC  807144' 'BD+22  3887' 'EXO 195834+2234.6' 'GC 27741'
 'GEN# +1.00189733' 'GJ  4130' 'GSC 02141-00972'
 'Gaia DR1 1827242811876888960' 'Gaia DR2 1827242816201846144' 'HD 189733'
 'HIC  98505' 'HIP  98505' 'LSPM J2000+2242' 'LTT 15851' 'NLTT 48568'
 'PPM 110211' 'SAO  88060' 'SKY# 37530' 'SPOCS 3132' 'TIC 256364928'
 'TYC 2141-972-1' 'USNO-B1.0 1127-00538857' 'V* V452 Vul'
 'WDS J20007+2243A' 'WISEA J200043.63+224236.1' 'Wolf  864' 'YZ  22  7419'
 'uvby98 100189733']"
12181,HD189733,GJ  4130,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['** BAK    1A' '1RXS J200043.3+224240' '2MASS J20004370+2242391'
 'AG+22 2072' 'ASCC  807144' 'BD+22  3887' 'EXO 195834+2234.6' 'GC 27741'
 'GEN# +1.00189733' 'GJ  4130' 'GSC 02141-00972'
 'Gaia DR1 1827242811876888960' 'Gaia DR2 1827242816201846144' 'HD 189733'
 'HIC  98505' 'HIP  98505' 'LSPM J2000+2242' 'LTT 15851' 'NLTT 48568'
 'PPM 110211' 'SAO  88060' 'SKY# 37530' 'SPOCS 3132' 'TIC 256364928'
 'TYC 2141-972-1' 'USNO-B1.0 1127-00538857' 'V* V452 Vul'
 'WDS J20007+2243A' 'WISEA J200043.63+224236.1' 'Wolf  864' 'YZ  22  7419'
 'uvby98 100189733']"
